"","query","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","blast_hit","evalue","ProteinNames","BiologicalProcess","GeneOntologyIDs","CellularComponent","MolecularFunction"
"720","Porites_compressa_HIv1___TS.g24115.t1",303.526936337531,-11.3977802325249,2.87785517554349,-3.96051209573893,7.47892043458886e-05,0.00133307772985642,"P35556",6.4e-37,"Fibrillin-2 [Cleaved into: Placensin]","anatomical structure morphogenesis [GO:0009653]; bone trabecula formation [GO:0060346]; camera-type eye development [GO:0043010]; embryonic eye morphogenesis [GO:0048048]; embryonic limb morphogenesis [GO:0030326]; positive regulation of bone mineralization [GO:0030501]; positive regulation of osteoblast differentiation [GO:0045669]; sequestering of TGFbeta in extracellular matrix [GO:0035583]","GO:0001527; GO:0005179; GO:0005201; GO:0005509; GO:0005576; GO:0009653; GO:0030023; GO:0030326; GO:0030501; GO:0031012; GO:0035583; GO:0043010; GO:0045669; GO:0048048; GO:0060346; GO:0062023","collagen-containing extracellular matrix [GO:0062023]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; microfibril [GO:0001527]","calcium ion binding [GO:0005509]; extracellular matrix constituent conferring elasticity [GO:0030023]; extracellular matrix structural constituent [GO:0005201]; hormone activity [GO:0005179]"
"721","Porites_compressa_HIv1___RNAseq.g10966.t1",343.899521701631,-11.5775909946491,2.9233306974718,-3.96041098075623,7.48208814593243e-05,0.00133307772985642,"P63012",1.83e-49,"Ras-related protein Rab-3A (EC 3.6.5.2)","acrosomal vesicle exocytosis [GO:0060478]; axonogenesis [GO:0007409]; calcium-ion regulated exocytosis [GO:0017156]; establishment of localization in cell [GO:0051649]; evoked neurotransmitter secretion [GO:0061670]; exocytosis [GO:0006887]; insulin secretion [GO:0030073]; lung development [GO:0030324]; lysosome localization [GO:0032418]; maintenance of presynaptic active zone structure [GO:0048790]; mitochondrion organization [GO:0007005]; neuromuscular synaptic transmission [GO:0007274]; plasma membrane repair [GO:0001778]; positive regulation of regulated secretory pathway [GO:1903307]; post-embryonic development [GO:0009791]; Rab protein signal transduction [GO:0032482]; regulated exocytosis [GO:0045055]; regulation of dopamine secretion [GO:0014059]; regulation of exocytosis [GO:0017157]; regulation of plasma membrane repair [GO:1905684]; regulation of presynaptic dense core granule exocytosis [GO:0099161]; regulation of short-term neuronal synaptic plasticity [GO:0048172]; regulation of synaptic vesicle exocytosis [GO:2000300]; regulation of synaptic vesicle fusion to presynaptic active zone membrane [GO:0031630]; regulation of synaptic vesicle priming [GO:0010807]; respiratory system process [GO:0003016]; response to electrical stimulus [GO:0051602]; sensory perception of touch [GO:0050975]; synaptic vesicle clustering [GO:0097091]; synaptic vesicle exocytosis [GO:0016079]; synaptic vesicle maturation [GO:0016188]; synaptic vesicle recycling [GO:0036465]; synaptic vesicle transport [GO:0048489]","GO:0001669; GO:0001671; GO:0001778; GO:0003016; GO:0003924; GO:0005525; GO:0005764; GO:0005768; GO:0005829; GO:0005886; GO:0006887; GO:0007005; GO:0007274; GO:0007409; GO:0008021; GO:0009791; GO:0010807; GO:0014059; GO:0016079; GO:0016188; GO:0017156; GO:0017157; GO:0030073; GO:0030141; GO:0030324; GO:0030424; GO:0030672; GO:0030674; GO:0030742; GO:0031489; GO:0031630; GO:0032418; GO:0032482; GO:0032991; GO:0036465; GO:0043195; GO:0045055; GO:0048172; GO:0048471; GO:0048489; GO:0048786; GO:0048790; GO:0050975; GO:0051021; GO:0051117; GO:0051602; GO:0051649; GO:0060478; GO:0061670; GO:0097091; GO:0098793; GO:0098794; GO:0099161; GO:1903307; GO:1905684; GO:2000300","acrosomal vesicle [GO:0001669]; axon [GO:0030424]; cytosol [GO:0005829]; endosome [GO:0005768]; lysosome [GO:0005764]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; postsynapse [GO:0098794]; presynapse [GO:0098793]; presynaptic active zone [GO:0048786]; protein-containing complex [GO:0032991]; secretory granule [GO:0030141]; synaptic vesicle [GO:0008021]; synaptic vesicle membrane [GO:0030672]; terminal bouton [GO:0043195]","ATPase activator activity [GO:0001671]; ATPase binding [GO:0051117]; GDP-dissociation inhibitor binding [GO:0051021]; GTP binding [GO:0005525]; GTP-dependent protein binding [GO:0030742]; GTPase activity [GO:0003924]; myosin V binding [GO:0031489]; protein-macromolecule adaptor activity [GO:0030674]"
"722","Porites_compressa_HIv1___RNAseq.g41495.t1",302.001669900214,-11.3905319060088,2.88021868893415,-3.95474550240628,7.66161634314024e-05,0.00136317345628781,"A4YEN4",0,"Dihydroxy-acid dehydratase (DAD) (EC 4.2.1.9)","isoleucine biosynthetic process [GO:0009097]; L-valine biosynthetic process [GO:0009099]","GO:0000287; GO:0004160; GO:0009097; GO:0009099; GO:0051537","","2 iron, 2 sulfur cluster binding [GO:0051537]; dihydroxy-acid dehydratase activity [GO:0004160]; magnesium ion binding [GO:0000287]"
"723","Porites_compressa_HIv1___RNAseq.g1013.t1",337.990804856586,-11.55259530214,2.92165385767625,-3.95412867673803,7.68140639053059e-05,0.00136480423918058,NA,NA,NA,NA,NA,NA,NA
"724","Porites_compressa_HIv1___RNAseq.g7929.t1",222.278748505808,11.8366504509618,2.99453266303882,3.95275382935715,7.72569064229151e-05,0.00137077654683531,NA,NA,NA,NA,NA,NA,NA
"725","Porites_compressa_HIv1___RNAseq.g17846.t1",300.318366842123,-11.382465697191,2.8839756211415,-3.9467967807182,7.92037282259416e-05,0.00140338081764199,"A1L258",0,"D-2-hydroxyglutarate dehydrogenase, mitochondrial (EC 1.1.99.39)","malate metabolic process [GO:0006108]","GO:0005739; GO:0006108; GO:0008270; GO:0051990; GO:0071949","mitochondrion [GO:0005739]","(R)-2-hydroxyglutarate dehydrogenase activity [GO:0051990]; FAD binding [GO:0071949]; zinc ion binding [GO:0008270]"
"726","Porites_compressa_HIv1___RNAseq.g3201.t1",502.047251234459,7.91947452278328,2.00951283405022,3.94099225871646,8.11452452453163e-05,0.00143580140553903,NA,NA,NA,NA,NA,NA,NA
"727","Porites_compressa_HIv1___RNAseq.g22577.t1b",220.750008832454,11.826693434804,3.00216056236554,3.93939404276405,8.16876690894239e-05,0.00144341100016883,NA,NA,NA,NA,NA,NA,NA
"728","Porites_compressa_HIv1___RNAseq.g41483.t1",301.470917338651,-11.387877252086,2.89147241532499,-3.93843537698286,8.20146763724351e-05,0.00144719853390151,"Q5U4C9",0,"Dual specificity tyrosine-phosphorylation-regulated kinase 2 (EC 2.7.12.1)","intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:0042771]; negative regulation of calcineurin-NFAT signaling cascade [GO:0070885]; positive regulation of glycogen biosynthetic process [GO:0045725]; protein phosphorylation [GO:0006468]; smoothened signaling pathway [GO:0007224]","GO:0000151; GO:0000287; GO:0004674; GO:0004712; GO:0004713; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006468; GO:0007224; GO:0030145; GO:0042771; GO:0045725; GO:0070885; GO:0106310; GO:1990904","cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; ubiquitin ligase complex [GO:0000151]","ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; protein tyrosine kinase activity [GO:0004713]"
"729","Porites_compressa_HIv1___RNAseq.g3965.t1",298.418841535203,-11.3734270123679,2.88827426778387,-3.93779328342475,8.22343902094722e-05,0.00144908501595457,NA,NA,NA,NA,NA,NA,NA
"730","Porites_compressa_HIv1___RNAseq.g31584.t1",297.920858328276,-11.3710164243199,2.88933524030987,-3.9355130085564,8.30191670064197e-05,0.00146090988954037,NA,NA,NA,NA,NA,NA,NA
"731","Porites_compressa_HIv1___RNAseq.g13625.t1",297.275277439419,-11.3678552335843,2.88981050345663,-3.93377185804631,8.3623159399133e-05,0.00146952545231363,"P48630",2.54e-117,"Omega-6 fatty acid desaturase, endoplasmic reticulum isozyme 1 (EC 1.14.19.-)","unsaturated fatty acid biosynthetic process [GO:0006636]","GO:0005789; GO:0006636; GO:0016491","endoplasmic reticulum membrane [GO:0005789]","oxidoreductase activity [GO:0016491]"
"732","Porites_compressa_HIv1___RNAseq.g14575.t1",299.058521880944,-11.3763142035297,2.89313488788381,-3.93217552737435,8.41805617726714e-05,0.00147729985864991,"O13023",2.58e-39,"Hematopoietically-expressed homeobox protein hhex (Homeobox protein hex) (XHex) (Hhex-A protein)","anterior/posterior pattern specification [GO:0009952]; cell differentiation [GO:0030154]; embryonic hemopoiesis [GO:0035162]; heart development [GO:0007507]; liver development [GO:0001889]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of Wnt signaling pathway [GO:0030177]; regulation of transcription by RNA polymerase II [GO:0006357]; vasculogenesis [GO:0001570]; Wnt signaling pathway [GO:0016055]","GO:0000122; GO:0000978; GO:0000981; GO:0001570; GO:0001889; GO:0005634; GO:0006357; GO:0007507; GO:0009952; GO:0016055; GO:0030154; GO:0030177; GO:0035162; GO:0043565; GO:0045892","nucleus [GO:0005634]","DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]"
"733","Porites_compressa_HIv1___TS.g9258.t1",219.832765028441,11.8206860717771,3.00677854640251,3.93134575405297,8.44716848226422e-05,0.0014803864436994,NA,NA,NA,NA,NA,NA,NA
"734","Porites_compressa_HIv1___RNAseq.g14760.t1",2665.53638837868,3.37992536057037,0.862187685072528,3.92017355279906,8.84852226744649e-05,0.00154861194887762,NA,NA,NA,NA,NA,NA,NA
"735","Porites_compressa_HIv1___RNAseq.g17895.t1",292.905261437451,-11.3464404984612,2.89961103435265,-3.91309053663963,9.11223506673104e-05,0.00159235529444767,"O57342",4.11e-15,"Transcription factor MafA (V-maf musculoaponeurotic fibrosarcoma oncogene homolog A)","insulin secretion [GO:0030073]; response to glucose [GO:0009749]","GO:0000978; GO:0000981; GO:0005634; GO:0009749; GO:0030073","nucleus [GO:0005634]","DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]"
"736","Porites_compressa_HIv1___RNAseq.g34023.t1",343.059777807596,-11.5749174327547,2.9582320988551,-3.91278204209686,9.12388788242623e-05,0.00159235529444767,"Q5RD58",3.33e-150,"FERRY endosomal RAB5 effector complex subunit 3","regulation of mast cell degranulation [GO:0043304]","GO:0005737; GO:0005769; GO:0032991; GO:0043304","cytoplasm [GO:0005737]; early endosome [GO:0005769]; protein-containing complex [GO:0032991]",""
"737","Porites_compressa_HIv1___TS.g30446.t1",217.692529485744,11.8065708410531,3.01767627269265,3.91247097904184,9.13565196954643e-05,0.00159235529444767,NA,NA,NA,NA,NA,NA,NA
"738","Porites_compressa_HIv1___RNAseq.g31431.t1",254.209130817693,10.4615969465426,2.67845243336235,3.9058363763473,9.39000364370516e-05,0.001634471365949,"Q6UB98",1.16e-07,"Ankyrin repeat domain-containing protein 12 (Ankyrin repeat-containing cofactor 2) (GAC-1 protein)","","GO:0005654; GO:0005829","cytosol [GO:0005829]; nucleoplasm [GO:0005654]",""
"739","Porites_compressa_HIv1___RNAseq.g33047.t1a",370.019880352684,-9.2393931177505,2.36679824798198,-3.90375188321537,9.47128801940593e-05,0.00164638925436114,"Q99M03",2.59e-70,"RWD domain-containing protein 2B","","","",""
"740","Porites_compressa_HIv1___RNAseq.g36753.t1",342.172648787206,-11.5711839259143,2.96922567768767,-3.89703753839471,9.73765303737479e-05,0.0016904039313259,NA,NA,NA,NA,NA,NA,NA
"741","Porites_compressa_HIv1___RNAseq.g25921.t1",291.083256707461,-11.3375928913412,2.91012482336688,-3.89591291765421,9.7829536754388e-05,0.00169597601774206,NA,NA,NA,NA,NA,NA,NA
"742","Porites_compressa_HIv1___RNAseq.g4282.t1",314.859640445026,-11.4511288640018,2.94198304041828,-3.8923164092658,9.92916320439407e-05,0.00171900310678768,"Q20191",2.92e-39,"Zinc metalloproteinase nas-13 (EC 3.4.24.-) (Nematode astacin 13)","proteolysis [GO:0006508]","GO:0004222; GO:0005576; GO:0006508; GO:0008270","extracellular region [GO:0005576]","metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]"
"743","Porites_compressa_HIv1___RNAseq.g29493.t1",293.215434135884,-11.3477771670857,2.91622202127233,-3.89125967923893,9.97251321464009e-05,0.00172418445161866,"Q92485",7.12e-90,"Acid sphingomyelinase-like phosphodiesterase 3b (ASM-like phosphodiesterase 3b) (EC 3.1.4.-)","inflammatory response [GO:0006954]; innate immune response [GO:0045087]; membrane lipid catabolic process [GO:0046466]; negative regulation of inflammatory response [GO:0050728]; negative regulation of toll-like receptor signaling pathway [GO:0034122]; sphingomyelin catabolic process [GO:0006685]","GO:0004767; GO:0005615; GO:0005886; GO:0006685; GO:0006954; GO:0008081; GO:0008270; GO:0016798; GO:0034122; GO:0045087; GO:0046466; GO:0050728; GO:0070062; GO:0098552","extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]; side of membrane [GO:0098552]","hydrolase activity, acting on glycosyl bonds [GO:0016798]; phosphoric diester hydrolase activity [GO:0008081]; sphingomyelin phosphodiesterase activity [GO:0004767]; zinc ion binding [GO:0008270]"
"744","Porites_compressa_HIv1___TS.g3402.t1",298.401049515141,-11.3729836285207,2.92498065323563,-3.88822524892253,0.000100979892788858,0.00174353185855601,NA,NA,NA,NA,NA,NA,NA
"745","Porites_compressa_HIv1___RNAseq.g9052.t1",289.337410407014,-11.3286184809732,2.91754671614835,-3.88292616473641,0.00010320691451617,0.00177903679439156,"Q9UGM3",1.47e-153,"Scavenger receptor cysteine-rich domain-containing protein DMBT1 (Deleted in malignant brain tumors 1 protein) (Glycoprotein 340) (Gp-340) (Hensin) (Salivary agglutinin) (SAG) (Surfactant pulmonary-associated D-binding protein)","defense response [GO:0006952]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; defense response to virus [GO:0051607]; epithelial cell differentiation [GO:0030855]; induction of bacterial agglutination [GO:0043152]; innate immune response [GO:0045087]; protein transport [GO:0015031]","GO:0005044; GO:0005576; GO:0005615; GO:0005737; GO:0006952; GO:0015031; GO:0030670; GO:0030855; GO:0031012; GO:0035375; GO:0038187; GO:0042589; GO:0043152; GO:0045087; GO:0048306; GO:0050829; GO:0050830; GO:0051607; GO:0070062","cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; phagocytic vesicle membrane [GO:0030670]; zymogen granule membrane [GO:0042589]","calcium-dependent protein binding [GO:0048306]; pattern recognition receptor activity [GO:0038187]; scavenger receptor activity [GO:0005044]; zymogen binding [GO:0035375]"
"746","Porites_compressa_HIv1___RNAseq.g32243.t1",214.329302204363,11.7841069152749,3.03515629664692,3.8825370964564,0.000103372240041769,0.00177903679439156,"Q32PP1",2.98e-22,"MRN complex-interacting protein (MRN-interacting protein)","DNA damage response [GO:0006974]; DNA repair [GO:0006281]; mitotic G2 DNA damage checkpoint signaling [GO:0007095]; positive regulation of double-strand break repair via homologous recombination [GO:1905168]; positive regulation of protein kinase activity [GO:0045860]; protein localization to chromatin [GO:0071168]; regulation of double-strand break repair via nonhomologous end joining [GO:2001032]; response to ionizing radiation [GO:0010212]","GO:0003682; GO:0005634; GO:0005654; GO:0006281; GO:0006974; GO:0007095; GO:0010212; GO:0045860; GO:0071168; GO:1905168; GO:2001032","nucleoplasm [GO:0005654]; nucleus [GO:0005634]","chromatin binding [GO:0003682]"
"747","Porites_compressa_HIv1___RNAseq.g10277.t1",347.959455395879,-11.5944966406584,2.98646327362866,-3.88235031819784,0.000103451695890588,0.00177903679439156,"P31580",4.29e-45,"High choriolytic enzyme 1 (EC 3.4.24.67) (Choriolysin H 1) (HCE23) (Hatching enzyme zinc-protease subunit HCE 1)","proteolysis [GO:0006508]","GO:0004222; GO:0006508; GO:0008270; GO:0042588","zymogen granule [GO:0042588]","metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]"
"748","Porites_compressa_HIv1___RNAseq.g29490.t1",316.571536024877,-11.4581436911923,2.95192447069477,-3.88158430371204,0.000103778163340319,0.00178226508859591,NA,NA,NA,NA,NA,NA,NA
"749","Porites_compressa_HIv1___RNAseq.g20523.t1",1799.15606751678,-3.77749140076761,0.973443016199757,-3.88054702525334,0.000104221790689462,0.00178749415647106,"Q9Z0T6",2.26e-105,"Polycystin family receptor for egg jelly (PKD and REJ homolog) (Polycystic kidney disease and receptor for egg jelly-related protein)","regulation of acrosome reaction [GO:0060046]","GO:0002080; GO:0005509; GO:0005634; GO:0060046; GO:0097524","acrosomal membrane [GO:0002080]; nucleus [GO:0005634]; sperm plasma membrane [GO:0097524]","calcium ion binding [GO:0005509]"
"750","Porites_compressa_HIv1___TS.g41475.t1",285.824659147002,-11.3111055010728,2.91696823547344,-3.87769238057437,0.000105451934695924,0.00180618073747179,"Q84KP0",3.77e-26,"Bifunctional dihydroflavonol 4-reductase/flavanone 4-reductase (Dihydroflavonol 4-reductase) (DFR) (EC 1.1.1.219) (Flavanone 4-reductase) (FNR) (EC 1.1.1.234)","anthocyanin-containing compound biosynthetic process [GO:0009718]","GO:0009718; GO:0045552; GO:0047890","","dihydrokaempferol 4-reductase activity [GO:0045552]; flavanone 4-reductase activity [GO:0047890]"
"751","Porites_compressa_HIv1___RNAseq.g41003.t1",236.113246340897,9.46395369713701,2.44167112717524,3.87601491118331,0.000106181179947565,0.00181624958402985,NA,NA,NA,NA,NA,NA,NA
"752","Porites_compressa_HIv1___RNAseq.g37748.t1",382.602148022685,-11.7314418206255,3.02712021150777,-3.87544629910229,0.000106429450403321,0.00181807542537376,NA,NA,NA,NA,NA,NA,NA
"753","Porites_compressa_HIv1___RNAseq.g7200.t1",291.863000872488,-11.3415664404045,2.92697179488021,-3.87484650868276,0.000106691927703837,0.001820138782581,"Q5U2Z0",7.95e-72,"Zinc finger protein 367","regulation of transcription by RNA polymerase II [GO:0006357]","GO:0000978; GO:0000981; GO:0003700; GO:0005634; GO:0005654; GO:0006357; GO:0008270","nucleoplasm [GO:0005654]; nucleus [GO:0005634]","DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; zinc ion binding [GO:0008270]"
"754","Porites_compressa_HIv1___RNAseq.g19588.t1",1209.84420082106,-4.61708457652838,1.19205733321332,-3.87320680632243,0.000107412607004836,0.00183000311615931,"Q9N126",7.36e-68,"Retinol dehydrogenase 8 (EC 1.1.1.300) (Photoreceptor outer segment all-trans retinol dehydrogenase)","estrogen biosynthetic process [GO:0006703]; retinol metabolic process [GO:0042572]; visual perception [GO:0007601]","GO:0004303; GO:0004745; GO:0005829; GO:0006703; GO:0007601; GO:0042572; GO:0042622; GO:0052650","cytosol [GO:0005829]; photoreceptor outer segment membrane [GO:0042622]","all-trans-retinol dehydrogenase (NAD+) activity [GO:0004745]; all-trans-retinol dehydrogenase (NADP+) activity [GO:0052650]; estradiol 17-beta-dehydrogenase [NAD(P)+] activity [GO:0004303]"
"755","Porites_compressa_HIv1___RNAseq.g1138.t1",304.733224457098,-11.4031936477689,2.94775757298404,-3.86842993883834,0.00010953839972582,0.00186301394416036,"B5FXE5",4.56e-81,"Ferroptosis suppressor protein 1 (FSP1) (EC 1.6.5.-) (Apoptosis-inducing factor homologous mitochondrion-associated inducer of death) (AMID) (p53-responsive gene 3 protein)","apoptotic mitochondrial changes [GO:0008637]; positive regulation of apoptotic process [GO:0043065]; vitamin K metabolic process [GO:0042373]","GO:0004174; GO:0005634; GO:0005811; GO:0005886; GO:0008637; GO:0016655; GO:0031966; GO:0042373; GO:0043065; GO:0050660","lipid droplet [GO:0005811]; mitochondrial membrane [GO:0031966]; nucleus [GO:0005634]; plasma membrane [GO:0005886]","electron-transferring-flavoprotein dehydrogenase activity [GO:0004174]; flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]"
"756","Porites_compressa_HIv1___RNAseq.g15416.t1",1079.50601494098,-4.54561117813554,1.17512210060397,-3.8682032920658,0.000109640241459227,0.00186301394416036,"Q9NZJ4",0,"Sacsin (DnaJ homolog subfamily C member 29)","negative regulation of inclusion body assembly [GO:0090084]; protein folding [GO:0006457]","GO:0005634; GO:0005737; GO:0005739; GO:0006457; GO:0030424; GO:0030425; GO:0030544; GO:0042802; GO:0050750; GO:0051087; GO:0070628; GO:0070852; GO:0090084","axon [GO:0030424]; cell body fiber [GO:0070852]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; mitochondrion [GO:0005739]; nucleus [GO:0005634]","Hsp70 protein binding [GO:0030544]; identical protein binding [GO:0042802]; low-density lipoprotein particle receptor binding [GO:0050750]; proteasome binding [GO:0070628]; protein-folding chaperone binding [GO:0051087]"
"757","Porites_compressa_HIv1___RNAseq.g3872.t1",295.314751818957,-11.3579573792422,2.94050322158187,-3.86258967372668,0.000112191362122529,0.00190344280635666,NA,NA,NA,NA,NA,NA,NA
"758","Porites_compressa_HIv1___RNAseq.g20565.t1",3417.3178486082,-3.27480723748522,0.847886311548811,-3.86231879543287,0.000112315868536381,0.00190344280635666,NA,NA,NA,NA,NA,NA,NA
"759","Porites_compressa_HIv1___RNAseq.g25023.t1",288.078927593222,-11.3227247714384,2.93254607384328,-3.86105605379263,0.000112897996626135,0.00191078743696882,"Q14517",5.18e-33,"Protocadherin Fat 1 (Cadherin family member 7) (Cadherin-related tumor suppressor homolog) (Protein fat homolog) [Cleaved into: Protocadherin Fat 1, nuclear form]","actin filament organization [GO:0007015]; anatomical structure morphogenesis [GO:0009653]; cell adhesion [GO:0007155]; cell migration [GO:0016477]; cell-cell adhesion [GO:0098609]; cell-cell signaling [GO:0007267]; cellular response to angiotensin [GO:1904385]; epithelial cell morphogenesis [GO:0003382]; establishment of epithelial cell apical/basal polarity involved in camera-type eye morphogenesis [GO:0003412]; establishment or maintenance of cell polarity [GO:0007163]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; lens development in camera-type eye [GO:0002088]; positive regulation of vascular associated smooth muscle cell migration [GO:1904754]","GO:0002088; GO:0003382; GO:0003412; GO:0005509; GO:0005634; GO:0005829; GO:0005886; GO:0005911; GO:0005925; GO:0007015; GO:0007155; GO:0007156; GO:0007163; GO:0007267; GO:0009653; GO:0016324; GO:0016477; GO:0030027; GO:0030175; GO:0048471; GO:0070062; GO:0098609; GO:1904385; GO:1904754","apical plasma membrane [GO:0016324]; cell-cell junction [GO:0005911]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; filopodium [GO:0030175]; focal adhesion [GO:0005925]; lamellipodium [GO:0030027]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]","calcium ion binding [GO:0005509]"
"760","Porites_compressa_HIv1___RNAseq.g37778.t1",296.338858801005,-11.363611676964,2.94545102380436,-3.85802092281497,0.000114308864697032,0.00193138301662437,"Q8BRJ4",1.1e-27,"Protein phosphatase 1 regulatory subunit 3E","glycogen metabolic process [GO:0005977]","GO:0005977","",""
"761","Porites_compressa_HIv1___TS.g4448.t1a",211.577570792324,11.7654635600038,3.04979146475538,3.85779280189162,0.000114415574937813,0.00193138301662437,NA,NA,NA,NA,NA,NA,NA
"762","Porites_compressa_HIv1___TS.g8491.t2",285.55025127012,-11.3099843719913,2.93444325122398,-3.85421812716049,0.000116100054122709,0.00195724579430487,"Q9H772",2.11e-23,"Gremlin-2 (Cysteine knot superfamily 1, BMP antagonist 2) (DAN domain family member 3) (Protein related to DAN and cerberus)","cytokine-mediated signaling pathway [GO:0019221]; determination of dorsal identity [GO:0048263]; embryonic body morphogenesis [GO:0010172]; regulation of cytokine activity [GO:0060300]; sequestering of BMP from receptor via BMP binding [GO:0038098]","GO:0005125; GO:0005576; GO:0005615; GO:0008201; GO:0010172; GO:0019221; GO:0036122; GO:0038098; GO:0042802; GO:0048018; GO:0048263; GO:0060300","extracellular region [GO:0005576]; extracellular space [GO:0005615]","BMP binding [GO:0036122]; cytokine activity [GO:0005125]; heparin binding [GO:0008201]; identical protein binding [GO:0042802]; receptor ligand activity [GO:0048018]"
"763","Porites_compressa_HIv1___RNAseq.g22249.t1",518.078455672308,-6.13145065007772,1.59141615014935,-3.85282671003578,0.000116762027638779,0.00196278143869577,NA,NA,NA,NA,NA,NA,NA
"764","Porites_compressa_HIv1___RNAseq.g9262.t1",286.822168489671,-11.3159387325498,2.93735762185422,-3.85242118574809,0.000116955626665327,0.00196278143869577,"P13994",3.03e-114,"Probable splicing factor YJU2B (Coiled-coil domain-containing protein 130)","mRNA splicing, via spliceosome [GO:0000398]; response to virus [GO:0009615]; RNA splicing [GO:0008380]","GO:0000398; GO:0005684; GO:0008380; GO:0009615; GO:0071014","post-mRNA release spliceosomal complex [GO:0071014]; U2-type spliceosomal complex [GO:0005684]",""
"765","Porites_compressa_HIv1___RNAseq.g22498.t1",210.966074922982,11.7612876699793,3.05308555686598,3.85226271944122,0.000117031361382969,0.00196278143869577,"Q924H0",1.23e-34,"Neuropeptide FF receptor 2 (G-protein coupled receptor 74) (Neuropeptide NPFF receptor)","G protein-coupled receptor signaling pathway [GO:0007186]; regulation of MAPK cascade [GO:0043408]","GO:0005886; GO:0007186; GO:0008188; GO:0015629; GO:0031628; GO:0043408","actin cytoskeleton [GO:0015629]; plasma membrane [GO:0005886]","neuropeptide receptor activity [GO:0008188]; opioid receptor binding [GO:0031628]"
"766","Porites_compressa_HIv1___RNAseq.g17404.t1",304.461631265704,-11.4026781007462,2.96000815158174,-3.85224550636894,0.000117039590692898,0.00196278143869577,NA,NA,NA,NA,NA,NA,NA
"767","Porites_compressa_HIv1___RNAseq.g25808.t1",280.042662106198,-11.2817023638325,2.93036487632932,-3.84993092667845,0.000118151140095042,0.00197850437726917,"Q01974",1.14e-33,"Tyrosine-protein kinase transmembrane receptor ROR2 (EC 2.7.10.1) (Neurotrophic tyrosine kinase, receptor-related 2)","cell surface receptor protein tyrosine kinase signaling pathway [GO:0007169]; positive regulation of cell migration [GO:0030335]; signal transduction [GO:0007165]; Wnt signaling pathway [GO:0016055]","GO:0004714; GO:0005524; GO:0005886; GO:0007165; GO:0007169; GO:0015026; GO:0016055; GO:0017147; GO:0030335; GO:0030424; GO:0030669; GO:0031435; GO:0043235; GO:0046872","axon [GO:0030424]; clathrin-coated endocytic vesicle membrane [GO:0030669]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]","ATP binding [GO:0005524]; coreceptor activity [GO:0015026]; metal ion binding [GO:0046872]; mitogen-activated protein kinase kinase kinase binding [GO:0031435]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; Wnt-protein binding [GO:0017147]"
